Category,Name,User_Rating,User_Votes,Year_Started,Show_url
Action & Adventure,The Legend of Korra,8,1304,2012,http://www.tv.com/shows/avatar-the-legend-of-korra/
Animation,The Legend of Korra,8,1304,2012,http://www.tv.com/shows/avatar-the-legend-of-korra/
Kids,The Legend of Korra,8,1304,2012,http://www.tv.com/shows/avatar-the-legend-of-korra/
Action & Adventure,Teen Wolf,8.7,1497,2011,http://www.tv.com/shows/teen-wolf-2011/
Drama,Teen Wolf,8.7,1497,2011,http://www.tv.com/shows/teen-wolf-2011/
Horror,Teen Wolf,8.7,1497,2011,http://www.tv.com/shows/teen-wolf-2011/
Drama,Pretty Little Liars,8.6,2076,2010,http://www.tv.com/shows/pretty-little-liars/
Action & Adventure,Game of Thrones,9,7741,2011,http://www.tv.com/shows/game-of-thrones/
Drama,Game of Thrones,9,7741,2011,http://www.tv.com/shows/game-of-thrones/
Fantasy,Game of Thrones,9,7741,2011,http://www.tv.com/shows/game-of-thrones/
Science Fiction,Under the Dome,7.2,965,2013,http://www.tv.com/shows/under-the-dome/
Action & Adventure,Arrow,8.9,2911,2012,http://www.tv.com/shows/arrow/
Drama,Arrow,8.9,2911,2012,http://www.tv.com/shows/arrow/
Comedy,How I Met Your Mother,9,18735,2005,http://www.tv.com/shows/how-i-met-your-mother/
Drama,True Blood,8.6,11242,2008,http://www.tv.com/shows/true-blood/
Fantasy,True Blood,8.6,11242,2008,http://www.tv.com/shows/true-blood/
Horror,True Blood,8.6,11242,2008,http://www.tv.com/shows/true-blood/
Arts,The Primetime Emmy Awards,7.2,96,1949,http://www.tv.com/shows/the-primetime-emmy-awards/
Events & Specials,The Primetime Emmy Awards,7.2,96,1949,http://www.tv.com/shows/the-primetime-emmy-awards/
Comedy,The Big Bang Theory,9,16060,2007,http://www.tv.com/shows/the-big-bang-theory/
Drama,Suits,8.6,2538,2011,http://www.tv.com/shows/suits-2011/
Action & Adventure,24,9,23902,2001,http://www.tv.com/shows/24/
Drama,24,9,23902,2001,http://www.tv.com/shows/24/
Fantasy,Supernatural,9.1,27266,2005,http://www.tv.com/shows/supernatural/
Horror,Supernatural,9.1,27266,2005,http://www.tv.com/shows/supernatural/
Comedy,Orange is the New Black,9,532,2013,http://www.tv.com/shows/orange-is-the-new-black/
Drama,Breaking Bad,9,6662,2008,http://www.tv.com/shows/breaking-bad/
Suspense,Breaking Bad,9,6662,2008,http://www.tv.com/shows/breaking-bad/
Action & Adventure,Criminal Minds,8.8,11712,2005,http://www.tv.com/shows/criminal-minds/
Drama,Criminal Minds,8.8,11712,2005,http://www.tv.com/shows/criminal-minds/
Suspense,Criminal Minds,8.8,11712,2005,http://www.tv.com/shows/criminal-minds/
Drama,True Detective,9.3,680,2014,http://www.tv.com/shows/true-detective/
Drama,Grey's Anatomy,8.8,24241,2005,http://www.tv.com/shows/greys-anatomy/
Action & Adventure,Falling Skies,7.5,2216,2011,http://www.tv.com/shows/falling-skies/
Drama,Falling Skies,7.5,2216,2011,http://www.tv.com/shows/falling-skies/
Science Fiction,Falling Skies,7.5,2216,2011,http://www.tv.com/shows/falling-skies/
Suspense,Falling Skies,7.5,2216,2011,http://www.tv.com/shows/falling-skies/
Action & Adventure,24: Live Another Day,9.5,262,2005,http://www.tv.com/shows/24-live-another-day/
Drama,24: Live Another Day,9.5,262,2005,http://www.tv.com/shows/24-live-another-day/
Drama,Beauty and the Beast,8.5,771,2012,http://www.tv.com/shows/beauty-and-the-beast-2012/
Drama,Gossip Girl,8.5,11112,2006,http://www.tv.com/shows/gossip-girl/
Game Show,WWE Monday Night RAW,8.6,2959,1993,http://www.tv.com/shows/wwe-monday-night-raw/
Sports,WWE Monday Night RAW,8.6,2959,1993,http://www.tv.com/shows/wwe-monday-night-raw/
Action & Adventure,The Last Ship,7.8,122,2014,http://www.tv.com/shows/the-last-ship/
Drama,The Last Ship,7.8,122,2014,http://www.tv.com/shows/the-last-ship/
Science Fiction,The Last Ship,7.8,122,2014,http://www.tv.com/shows/the-last-ship/
Fantasy,Dominion,7.6,163,2014,http://www.tv.com/shows/dominion/
Science Fiction,Dominion,7.6,163,2014,http://www.tv.com/shows/dominion/
Action & Adventure,Naruto Shippuden,7.3,1359,2007,http://www.tv.com/shows/naruto-shippuden/
Animation,Naruto Shippuden,7.3,1359,2007,http://www.tv.com/shows/naruto-shippuden/
Fantasy,Naruto Shippuden,7.3,1359,2007,http://www.tv.com/shows/naruto-shippuden/
Drama,Sherlock,8.8,2853,2010,http://www.tv.com/shows/sherlock/
Suspense,Sherlock,8.8,2853,2010,http://www.tv.com/shows/sherlock/
Drama,CSI: Crime Scene Investigation,8.9,21712,2000,http://www.tv.com/shows/csi-crime-scene-investigation/
Suspense,CSI: Crime Scene Investigation,8.9,21712,2000,http://www.tv.com/shows/csi-crime-scene-investigation/
Action & Adventure,Naruto,8.8,12075,1998,http://www.tv.com/shows/naruto/
Animation,Naruto,8.8,12075,1998,http://www.tv.com/shows/naruto/
Fantasy,Naruto,8.8,12075,1998,http://www.tv.com/shows/naruto/
Animation,South Park,9,21119,1997,http://www.tv.com/shows/south-park/
Comedy,South Park,9,21119,1997,http://www.tv.com/shows/south-park/
Drama,One Tree Hill,8.7,15824,2003,http://www.tv.com/shows/one-tree-hill/
Drama,Heartland,8.6,389,2007,http://www.tv.com/shows/heartland/
Drama,The Leftovers,7,86,2014,http://www.tv.com/shows/the-leftovers/
Action & Adventure,Longmire,7.9,334,2012,http://www.tv.com/shows/longmire/
Drama,Longmire,7.9,334,2012,http://www.tv.com/shows/longmire/
Action & Adventure,White Collar,8.4,3448,2009,http://www.tv.com/shows/white-collar/
Drama,White Collar,8.4,3448,2009,http://www.tv.com/shows/white-collar/
Suspense,White Collar,8.4,3448,2009,http://www.tv.com/shows/white-collar/
Animation,Yu-Gi-Oh!,8.6,2522,2001,http://www.tv.com/shows/yu-gi-oh/
Comedy,Yu-Gi-Oh!,8.6,2522,2001,http://www.tv.com/shows/yu-gi-oh/
Kids,Yu-Gi-Oh!,8.6,2522,2001,http://www.tv.com/shows/yu-gi-oh/
Drama,Sex and the City,8.6,5097,1998,http://www.tv.com/shows/sex-and-the-city/
Action & Adventure,Gotham,NA,NA,NA,http://www.tv.com/shows/gotham/
Action & Adventure,Gotham,NA,NA,2014,http://www.tv.com/shows/gotham/
Drama,Gotham,NA,NA,2014,http://www.tv.com/shows/gotham/
Action & Adventure,Hawaii Five-0,7.8,2532,2010,http://www.tv.com/shows/hawaii-five-0/
Drama,Hawaii Five-0,7.8,2532,2010,http://www.tv.com/shows/hawaii-five-0/
Suspense,Hawaii Five-0,7.8,2532,2010,http://www.tv.com/shows/hawaii-five-0/
Drama,Days of our Lives,7.9,1858,1965,http://www.tv.com/shows/days-of-our-lives/
Action & Adventure,Lost,9.1,46950,2004,http://www.tv.com/shows/lost/
Drama,Lost,9.1,46950,2004,http://www.tv.com/shows/lost/
Fantasy,Lost,9.1,46950,2004,http://www.tv.com/shows/lost/
Science Fiction,Lost,9.1,46950,2004,http://www.tv.com/shows/lost/
Drama,Keeping Up with the Kardashians,6.1,477,2007,http://www.tv.com/shows/keeping-up-with-the-kardashians/
Reality,Keeping Up with the Kardashians,6.1,477,2007,http://www.tv.com/shows/keeping-up-with-the-kardashians/
Comedy,Gilmore Girls,9,14261,2000,http://www.tv.com/shows/gilmore-girls/
Drama,Gilmore Girls,9,14261,2000,http://www.tv.com/shows/gilmore-girls/
Science Fiction,Continuum,8.8,1370,2012,http://www.tv.com/shows/continuum-2012/
Drama,The Originals,8.9,699,2013,http://www.tv.com/shows/the-originals-2013/
Fantasy,The Originals,8.9,699,2013,http://www.tv.com/shows/the-originals-2013/
Horror,The Originals,8.9,699,2013,http://www.tv.com/shows/the-originals-2013/
Comedy,The Night Shift,7.5,81,NA,http://www.tv.com/shows/the-night-shift-2013/
Drama,The Night Shift,7.5,81,NA,http://www.tv.com/shows/the-night-shift-2013/
Comedy,Psych,8.9,8268,2006,http://www.tv.com/shows/psych/
Drama,Power,8.3,35,2014,http://www.tv.com/shows/power/
NA,Charmed,8.8,14406,1998,http://www.tv.com/shows/charmed/
NA,Seinfeld,9.1,11150,1989,http://www.tv.com/shows/seinfeld/
Drama,Devious Maids,8.7,129,2013,http://www.tv.com/shows/devious-maids/
Action & Adventure,Dragon Ball Z,8.8,5478,1986,http://www.tv.com/shows/dragon-ball-z/
Animation,Dragon Ball Z,8.8,5478,1986,http://www.tv.com/shows/dragon-ball-z/
Fantasy,Dragon Ball Z,8.8,5478,1986,http://www.tv.com/shows/dragon-ball-z/
Science Fiction,Dragon Ball Z,8.8,5478,1986,http://www.tv.com/shows/dragon-ball-z/
Comedy,Californication,8.9,6854,2007,http://www.tv.com/shows/californication/
Drama,Californication,8.9,6854,2007,http://www.tv.com/shows/californication/
Action & Adventure,Stargate SG-1,9,13026,1997,http://www.tv.com/shows/stargate-sg-1/
Drama,Stargate SG-1,9,13026,1997,http://www.tv.com/shows/stargate-sg-1/
Science Fiction,Stargate SG-1,9,13026,1997,http://www.tv.com/shows/stargate-sg-1/
Drama,Believe,8.3,308,NA,http://www.tv.com/shows/believe/
Drama,Masters of Sex,7.4,232,2013,http://www.tv.com/shows/masters-of-sex/
Drama,Desperate Housewives,8.6,19147,2004,http://www.tv.com/shows/desperate-housewives/
Action & Adventure,Avatar: The Last Airbender,9,15013,2005,http://www.tv.com/shows/avatar-the-last-airbender/
Animation,Avatar: The Last Airbender,9,15013,2005,http://www.tv.com/shows/avatar-the-last-airbender/
Drama,The Fosters,9.2,183,2013,http://www.tv.com/shows/the-fosters-2013/
Drama,Sleepy Hollow,8.5,790,2013,http://www.tv.com/shows/sleepy-hollow/
Horror,Sleepy Hollow,8.5,790,2013,http://www.tv.com/shows/sleepy-hollow/
Drama,Downton Abbey,9.1,800,2011,http://www.tv.com/shows/downton-abbey/
News,Today Show,5.6,526,1952,http://www.tv.com/shows/the-today-show/
Talk & Interview,Today Show,5.6,526,1952,http://www.tv.com/shows/the-today-show/
Comedy,The Tonight Show Starring Jimmy Fallon,7.2,22,2014,http://www.tv.com/shows/the-tonight-show-starring-jimmy-fallon/
Talk & Interview,The Tonight Show Starring Jimmy Fallon,7.2,22,2014,http://www.tv.com/shows/the-tonight-show-starring-jimmy-fallon/
Animation,American Dad!,8.4,10842,2005,http://www.tv.com/shows/american-dad/
Comedy,American Dad!,8.4,10842,2005,http://www.tv.com/shows/american-dad/
Drama,Tyrant,8.5,66,NA,http://www.tv.com/shows/tyrant/
Comedy,That '70s Show,9,9192,1998,http://www.tv.com/shows/that-70s-show/
Drama,Hell on Wheels,8.6,522,2011,http://www.tv.com/shows/hell-on-wheels/
Drama,The Haves and the Have Nots,8.5,28,2013,http://www.tv.com/shows/the-haves-and-the-have-nots/
Arts,So You Think You Can Dance,8.2,2400,2005,http://www.tv.com/shows/so-you-think-you-can-dance/
Game Show,So You Think You Can Dance,8.2,2400,2005,http://www.tv.com/shows/so-you-think-you-can-dance/
Comedy,Saturday Night Live,8.3,4282,1975,http://www.tv.com/shows/saturday-night-live/
Health & Lifestyle,This Old House,7.8,123,1980,http://www.tv.com/shows/this-old-house/
News,Charlie Rose,7,61,1991,http://www.tv.com/shows/charlie-rose/
Talk & Interview,Charlie Rose,7,61,1991,http://www.tv.com/shows/charlie-rose/
Animation,Futurama,9.1,17475,2003,http://www.tv.com/shows/futurama/
Comedy,Doc Martin,8.7,326,2004,http://www.tv.com/shows/doc-martin/
Drama,Doc Martin,8.7,326,2004,http://www.tv.com/shows/doc-martin/
Drama,Little House on the Prairie,8.6,1438,1974,http://www.tv.com/shows/little-house-on-the-prairie/
NA,Buffy the Vampire Slayer,9,15651,1996,http://www.tv.com/shows/buffy-the-vampire-slayer/
Food & Cooking,Hell's Kitchen,8.5,2714,2005,http://www.tv.com/shows/hells-kitchen/
Game Show,Hell's Kitchen,8.5,2714,2005,http://www.tv.com/shows/hells-kitchen/
Reality,Hell's Kitchen,8.5,2714,2005,http://www.tv.com/shows/hells-kitchen/
Drama,Scandal,8.7,697,2012,http://www.tv.com/shows/scandal-2012/
Comedy,Victorious,7,632,NA,http://www.tv.com/shows/victorious/
Fantasy,Warehouse 13,8.6,2712,2009,http://www.tv.com/shows/warehouse-13/
Science Fiction,Warehouse 13,8.6,2712,2009,http://www.tv.com/shows/warehouse-13/
Drama,Homeland,8.8,2213,2011,http://www.tv.com/shows/homeland-2011/
Drama,Major Crimes,8,265,2012,http://www.tv.com/shows/major-crimes/
Drama,Cold Case,8.7,4692,2003,http://www.tv.com/shows/cold-case/
Suspense,Cold Case,8.7,4692,2003,http://www.tv.com/shows/cold-case/
Drama,H2O: Just Add Water,8.4,638,2007,http://www.tv.com/shows/h2o-just-add-water/
Fantasy,H2O: Just Add Water,8.4,638,2007,http://www.tv.com/shows/h2o-just-add-water/
Comedy,Drop Dead Diva,8.4,786,2008,http://www.tv.com/shows/drop-dead-diva/
Drama,Drop Dead Diva,8.4,786,2008,http://www.tv.com/shows/drop-dead-diva/
Action & Adventure,Fairy Tail,8.9,178,2009,http://www.tv.com/shows/fairy-tail/
Animation,Fairy Tail,8.9,178,2009,http://www.tv.com/shows/fairy-tail/
Fantasy,Fairy Tail,8.9,178,2009,http://www.tv.com/shows/fairy-tail/
Drama,Reign,8.6,250,2013,http://www.tv.com/shows/reign-2013/
Fantasy,Reign,8.6,250,2013,http://www.tv.com/shows/reign-2013/
Drama,ER,8.9,8303,1994,http://www.tv.com/shows/er/
Action & Adventure,Spider-Man: The Animated Series,8.8,2095,1993,http://www.tv.com/shows/spider-man-the-animated-series/
Animation,Spider-Man: The Animated Series,8.8,2095,1993,http://www.tv.com/shows/spider-man-the-animated-series/
Fantasy,Spider-Man: The Animated Series,8.8,2095,1993,http://www.tv.com/shows/spider-man-the-animated-series/
Kids,Spider-Man: The Animated Series,8.8,2095,1993,http://www.tv.com/shows/spider-man-the-animated-series/
Drama,Murder in the First,8.5,35,2014,http://www.tv.com/shows/murder-in-the-first/
Drama,Mistresses,8,133,2013,http://www.tv.com/shows/mistresses-2013/
Comedy,Awkward,8.6,550,2011,http://www.tv.com/shows/awkward/
Drama,Blue Bloods,8.2,1011,2010,http://www.tv.com/shows/blue-bloods/
Drama,Ray Donovan,8,251,2013,http://www.tv.com/shows/ray-donovan/
Action & Adventure,Vikings,9.2,687,2013,http://www.tv.com/shows/vikings/
Drama,Vikings,9.2,687,2013,http://www.tv.com/shows/vikings/
Action & Adventure,Farscape,8.9,4621,1999,http://www.tv.com/shows/farscape/
Drama,Farscape,8.9,4621,1999,http://www.tv.com/shows/farscape/
Science Fiction,Farscape,8.9,4621,1999,http://www.tv.com/shows/farscape/
Suspense,Farscape,8.9,4621,1999,http://www.tv.com/shows/farscape/
Drama,General Hospital,7.9,1662,1963,http://www.tv.com/shows/general-hospital/
Health & Lifestyle,The Dr. Oz Show,6.8,64,2009,http://www.tv.com/shows/the-dr-oz-show/
Talk & Interview,The Dr. Oz Show,6.8,64,2009,http://www.tv.com/shows/the-dr-oz-show/
Comedy,The Office,9,14088,NA,http://www.tv.com/shows/the-office/
Drama,Heroes,8.9,38997,2006,http://www.tv.com/shows/heroes/
Science Fiction,Heroes,8.9,38997,2006,http://www.tv.com/shows/heroes/
Suspense,Heroes,8.9,38997,2006,http://www.tv.com/shows/heroes/
Drama,Unforgettable,7.7,648,2011,http://www.tv.com/shows/unforgettable-2011/
Drama,The O.C.,8.7,14470,2003,http://www.tv.com/shows/the-oc/
Drama,Haven,8,1852,2010,http://www.tv.com/shows/haven/
Fantasy,Haven,8,1852,2010,http://www.tv.com/shows/haven/
Horror,Haven,8,1852,2010,http://www.tv.com/shows/haven/
Science Fiction,Haven,8,1852,2010,http://www.tv.com/shows/haven/
Suspense,Haven,8,1852,2010,http://www.tv.com/shows/haven/
Kids,Austin & Ally,7.8,549,2011,http://www.tv.com/shows/austin-and-ally/
Drama,The Americans,8.6,624,2013,http://www.tv.com/shows/the-americans-2013/
Action & Adventure,Alias,8.8,10403,2001,http://www.tv.com/shows/alias/
Drama,Alias,8.8,10403,2001,http://www.tv.com/shows/alias/
Suspense,Alias,8.8,10403,2001,http://www.tv.com/shows/alias/
Action & Adventure,Revolution,7.5,1542,2012,http://www.tv.com/shows/revolution-2012/
Drama,Revolution,7.5,1542,2012,http://www.tv.com/shows/revolution-2012/
Drama,Veronica Mars,9,12642,2004,http://www.tv.com/shows/veronica-mars/
Comedy,Monk,9.1,7751,2001,http://www.tv.com/shows/monk/
Suspense,Monk,9.1,7751,2001,http://www.tv.com/shows/monk/
Action & Adventure,The X-Files,9,10041,1993,http://www.tv.com/shows/the-xfiles/
Drama,The X-Files,9,10041,1993,http://www.tv.com/shows/the-xfiles/
Horror,The X-Files,9,10041,1993,http://www.tv.com/shows/the-xfiles/
Science Fiction,The X-Files,9,10041,1993,http://www.tv.com/shows/the-xfiles/
Suspense,The X-Files,9,10041,1993,http://www.tv.com/shows/the-xfiles/
Talk & Interview,Live! with Kelly and Michael,7.1,1393,1988,http://www.tv.com/shows/live-with-kelly-and-michael/
Comedy,Degrassi: The Next Generation,8.8,4512,2001,http://www.tv.com/shows/degrassi-the-next-generation/
Drama,Degrassi: The Next Generation,8.8,4512,2001,http://www.tv.com/shows/degrassi-the-next-generation/
Drama,The West Wing,8.9,4048,NA,http://www.tv.com/shows/the-west-wing/
Action & Adventure,Gunsmoke,8.9,654,1955,http://www.tv.com/shows/gunsmoke/
Drama,Gunsmoke,8.9,654,1955,http://www.tv.com/shows/gunsmoke/
Comedy,Late Show with David Letterman,8.2,1452,1993,http://www.tv.com/shows/late-show-with-david-letterman/
Talk & Interview,Late Show with David Letterman,8.2,1452,1993,http://www.tv.com/shows/late-show-with-david-letterman/
Documentary,NY Med,7,11,2012,http://www.tv.com/shows/ny-med/
Game Show,Forensic Files,8.8,333,2001,http://www.tv.com/shows/forensic-files/
Reality,Forensic Files,8.8,333,2001,http://www.tv.com/shows/forensic-files/
Suspense,The Following,7.1,1203,2013,http://www.tv.com/shows/the-following/
Comedy,Wilfred,8.3,416,2011,http://www.tv.com/shows/wilfred-2011/
Drama,CSI: NY,8.7,9813,2004,http://www.tv.com/shows/csi-ny/
Suspense,CSI: NY,8.7,9813,2004,http://www.tv.com/shows/csi-ny/
Comedy,Young & Hungry,6.4,21,2014,http://www.tv.com/shows/young-and-hungry/
Action & Adventure,Merlin,8.8,4029,2007,http://www.tv.com/shows/merlin/
Drama,Merlin,8.8,4029,2007,http://www.tv.com/shows/merlin/
Fantasy,Merlin,8.8,4029,2007,http://www.tv.com/shows/merlin/
Food & Cooking,America's Test Kitchen,6.8,103,2010,http://www.tv.com/shows/americas-test-kitchen/
Game Show,America's Test Kitchen,6.8,103,2010,http://www.tv.com/shows/americas-test-kitchen/
Reality,America's Test Kitchen,6.8,103,2010,http://www.tv.com/shows/americas-test-kitchen/
Drama,EastEnders,7.4,720,1985,http://www.tv.com/shows/eastenders/
Comedy,What's My Line?,8.5,219,1949,http://www.tv.com/shows/whats-my-line/
Comedy,Bad Teacher,5.7,52,2014,http://www.tv.com/shows/bad-teacher/
Drama,Beverly Hills 90210,8.9,4150,NA,http://www.tv.com/shows/beverly-hills-90210/
Action & Adventure,Justified,8.3,1991,2010,http://www.tv.com/shows/justified/
Drama,Justified,8.3,1991,2010,http://www.tv.com/shows/justified/
NA,America's Got Talent,7.4,942,2006,http://www.tv.com/shows/americas-got-talent/
Comedy,That's So Raven,8.6,3368,2003,http://www.tv.com/shows/thats-so-raven/
NA,The Challenge,8.6,944,1997,http://www.tv.com/shows/the-challenge-1998/
Comedy,M*A*S*H,8.8,3308,1972,http://www.tv.com/shows/mash/
Comedy,Will & Grace,8.8,5228,1998,http://www.tv.com/shows/will-and-grace/
Health & Lifestyle,Will & Grace,8.8,5228,1998,http://www.tv.com/shows/will-and-grace/
Animation,Curious George,7.6,154,2006,http://www.tv.com/shows/curious-george/
Kids,Curious George,7.6,154,2006,http://www.tv.com/shows/curious-george/
News,Dateline NBC,7.7,243,1992,http://www.tv.com/shows/dateline-nbc/
Game Show,America's Next Top Model,8.1,5106,2003,http://www.tv.com/shows/americas-next-top-model/
Health & Lifestyle,America's Next Top Model,8.1,5106,2003,http://www.tv.com/shows/americas-next-top-model/
Drama,Knots Landing,8.2,289,1979,http://www.tv.com/shows/knots-landing/
NA,Parks and Recreation,7.3,1918,2009,http://www.tv.com/shows/parks-and-recreation/
Game Show,Jeopardy!,8.9,912,1964,http://www.tv.com/shows/jeopardy/
Drama,Black Box,7.4,45,2014,http://www.tv.com/shows/the-black-box/
Action & Adventure,Fringe,8.9,14725,2008,http://www.tv.com/shows/fringe/
Drama,Fringe,8.9,14725,2008,http://www.tv.com/shows/fringe/
Science Fiction,Fringe,8.9,14725,2008,http://www.tv.com/shows/fringe/
Animation,The Fairly OddParents,8.5,3998,2001,http://www.tv.com/shows/the-fairly-oddparents/
Comedy,The Fairly OddParents,8.5,3998,2001,http://www.tv.com/shows/the-fairly-oddparents/
Kids,The Fairly OddParents,8.5,3998,2001,http://www.tv.com/shows/the-fairly-oddparents/
Action & Adventure,Crisis,7.6,156,NA,http://www.tv.com/shows/crisis/
Comedy,Sam & Cat,7.2,203,2013,http://www.tv.com/shows/sam-and-cat/
Drama,Halt and Catch Fire,8.5,80,2014,http://www.tv.com/shows/halt-and-catch-fire/
Drama,Boardwalk Empire,8.5,1533,2010,http://www.tv.com/shows/boardwalk-empire/
Drama,Coronation Street,7.3,526,1960,http://www.tv.com/shows/coronation-street/
Drama,7th Heaven,8.1,5415,1996,http://www.tv.com/shows/7th-heaven/
Documentary,Ghost Adventures,8.9,301,2008,http://www.tv.com/shows/ghost-adventures/
Suspense,Ghost Adventures,8.9,301,2008,http://www.tv.com/shows/ghost-adventures/
Drama,Chicago Fire,7.3,514,2012,http://www.tv.com/shows/chicago-fire/
News,The Early Show,7.3,67,-199091,http://www.tv.com/shows/the-early-show/
Talk & Interview,The Early Show,7.3,67,-199091,http://www.tv.com/shows/the-early-show/
Animation,Looney Tunes,8.2,1772,1929,http://www.tv.com/shows/looney-tunes/
Comedy,Looney Tunes,8.2,1772,1929,http://www.tv.com/shows/looney-tunes/
Kids,Looney Tunes,8.2,1772,1929,http://www.tv.com/shows/looney-tunes/
NA,The Fresh Prince of Bel-Air,8.8,5223,1990,http://www.tv.com/shows/the-fresh-prince-of-belair/
Animation,King of the Hill,8.5,4650,1996,http://www.tv.com/shows/king-of-the-hill/
Drama,Bates Motel,8.7,418,2013,http://www.tv.com/shows/bates-motel/
Suspense,Bates Motel,8.7,418,2013,http://www.tv.com/shows/bates-motel/
Drama,Law & Order: Criminal Intent,8.8,3923,2001,http://www.tv.com/shows/law-order-criminal-intent/
Suspense,Law & Order: Criminal Intent,8.8,3923,2001,http://www.tv.com/shows/law-order-criminal-intent/
Drama,Dawson's Creek,8.6,3057,1997,http://www.tv.com/shows/dawsons-creek/
Comedy,New Tricks,8.6,233,2003,http://www.tv.com/shows/new-tricks/
Drama,New Tricks,8.6,233,2003,http://www.tv.com/shows/new-tricks/
Comedy,It's Always Sunny in Philadelphia,8.8,4079,2005,http://www.tv.com/shows/its-always-sunny-in-philadelphia/
Action & Adventure,Teen Titans,8.8,6158,2001,http://www.tv.com/shows/teen-titans/
Animation,Teen Titans,8.8,6158,2001,http://www.tv.com/shows/teen-titans/
Fantasy,Teen Titans,8.8,6158,2001,http://www.tv.com/shows/teen-titans/
Kids,Teen Titans,8.8,6158,2001,http://www.tv.com/shows/teen-titans/
Drama,The Closer,8.6,3647,2005,http://www.tv.com/shows/the-closer/
Suspense,The Closer,8.6,3647,2005,http://www.tv.com/shows/the-closer/
Drama,The Newsroom,8.7,769,2012,http://www.tv.com/shows/the-newsroom-2012/
Comedy,Everybody Loves Raymond,8.6,4252,1996,http://www.tv.com/shows/everybody-loves-raymond/
Documentary,Ghost Hunters,8.6,1880,2004,http://www.tv.com/shows/ghost-hunters/
Kids,Jessie,7.8,528,2011,http://www.tv.com/shows/jessie/
NA,Whose Line Is It Anyway?,8.9,3440,1998,http://www.tv.com/shows/whose-line-is-it-anyway/
NA,Hee-Haw,7.9,118,1968,http://www.tv.com/shows/hee-haw/
Comedy,2 Broke Girls,7.5,1285,2011,http://www.tv.com/shows/2-broke-girls/
Comedy,Undateable,7.2,65,2014,http://www.tv.com/shows/undateable-2013/
Drama,The Twilight Zone,9.1,2888,1959,http://www.tv.com/shows/the-twilight-zone/
Horror,The Twilight Zone,9.1,2888,1959,http://www.tv.com/shows/the-twilight-zone/
Science Fiction,The Twilight Zone,9.1,2888,1959,http://www.tv.com/shows/the-twilight-zone/
Suspense,The Twilight Zone,9.1,2888,1959,http://www.tv.com/shows/the-twilight-zone/
Drama,Judge Judy,6.9,478,1996,http://www.tv.com/shows/judge-judy/
Game Show,Judge Judy,6.9,478,1996,http://www.tv.com/shows/judge-judy/
Reality,Judge Judy,6.9,478,1996,http://www.tv.com/shows/judge-judy/
Talk & Interview,Judge Judy,6.9,478,1996,http://www.tv.com/shows/judge-judy/
Comedy,Happy Days,8.9,1326,1973,http://www.tv.com/shows/happy-days/
Talk & Interview,The Ellen DeGeneres Show,8.7,2375,2003,http://www.tv.com/shows/the-ellen-degeneres-show/
Animation,Archer,8.7,1170,2010,http://www.tv.com/shows/archer/
Action & Adventure,Spartacus: Blood and Sand,8.5,3086,2009,http://www.tv.com/shows/spartacus-blood-and-sand/
Drama,Spartacus: Blood and Sand,8.5,3086,2009,http://www.tv.com/shows/spartacus-blood-and-sand/
NA,Love It or List It,7,42,2008,http://www.tv.com/shows/love-it-or-list-it/
Action & Adventure,The Flash,8.2,471,1990,http://www.tv.com/shows/the-flash/
Fantasy,The Flash,8.2,471,1990,http://www.tv.com/shows/the-flash/
Drama,CSI: Miami,8.6,11417,2002,http://www.tv.com/shows/csi-miami/
Suspense,CSI: Miami,8.6,11417,2002,http://www.tv.com/shows/csi-miami/
Action & Adventure,Sailor Moon,8.7,2431,1996,http://www.tv.com/shows/sailor-moon/
Animation,Sailor Moon,8.7,2431,1996,http://www.tv.com/shows/sailor-moon/
Fantasy,Sailor Moon,8.7,2431,1996,http://www.tv.com/shows/sailor-moon/
News,Entertainment Tonight,6.7,360,1981,http://www.tv.com/shows/entertainment-tonight/
Talk & Interview,Entertainment Tonight,6.7,360,1981,http://www.tv.com/shows/entertainment-tonight/
Drama,Perry Mason,8.8,355,1954,http://www.tv.com/shows/perry-mason/
Drama,Lost Girl,8.7,1103,2010,http://www.tv.com/shows/lost-girl/
Fantasy,Lost Girl,8.7,1103,2010,http://www.tv.com/shows/lost-girl/
Suspense,Lost Girl,8.7,1103,2010,http://www.tv.com/shows/lost-girl/
Animation,Phineas and Ferb,8.1,1305,2007,http://www.tv.com/shows/phineas-and-ferb/
Comedy,Phineas and Ferb,8.1,1305,2007,http://www.tv.com/shows/phineas-and-ferb/
Kids,Phineas and Ferb,8.1,1305,2007,http://www.tv.com/shows/phineas-and-ferb/
Action & Adventure,Star Trek: Deep Space Nine,8.8,4346,1992,http://www.tv.com/shows/star-trek-deep-space-nine/
Drama,Star Trek: Deep Space Nine,8.8,4346,1992,http://www.tv.com/shows/star-trek-deep-space-nine/
Science Fiction,Star Trek: Deep Space Nine,8.8,4346,1992,http://www.tv.com/shows/star-trek-deep-space-nine/
Drama,Nurse Jackie,7.5,1069,2009,http://www.tv.com/shows/nurse-jackie/
Action & Adventure,Star Trek,8.8,3764,1966,http://www.tv.com/shows/star-trek/
Drama,Star Trek,8.8,3764,1966,http://www.tv.com/shows/star-trek/
Science Fiction,Star Trek,8.8,3764,1966,http://www.tv.com/shows/star-trek/
Game Show,19 Kids and Counting,7.2,114,2008,http://www.tv.com/shows/18-kids-and-counting/
